"Accreditation Rates"
4/3/2023

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Albemarle County Public Schools","Baker-Butler Elem","Achievement Gap - Math","Students with Disabilities",SCH,24,0,56,,80,20
2022,"Albemarle County Public Schools","Baker-Butler Elem","Achievement Gap - Math",White,SCH,76,5,12,,94,6
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Academic Achievement - English","All Students",SCH,76,5,11,1,93,7
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Academic Achievement - Math","All Students",SCH,78,5,9,,91,9
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English",Black,SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,58,4,23,0,85,15
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English",Hispanic,SCH,30,0,30,10,70,30
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English","Multiple Races",SCH,73,9,9,0,91,9
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English","Students with Disabilities",SCH,50,0,20,5,75,25
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - English",White,SCH,80,6,9,0,95,5
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math",Black,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,57,11,18,,86,14
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math","Multiple Races",SCH,70,0,20,,90,10
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math","Students with Disabilities",SCH,47,0,16,,63,37
2022,"Albemarle County Public Schools","Broadus Wood Elementary","Achievement Gap - Math",White,SCH,81,4,6,,91,9
2022,"Albemarle County Public Schools","Brownsville Elementary","Academic Achievement - English","All Students",SCH,83,3,6,0,92,8
2022,"Albemarle County Public Schools","Brownsville Elementary","Academic Achievement - Math","All Students",SCH,79,5,11,,95,5
2022,"Albemarle County Public Schools","Brownsville Elementary","Academic Achievement - Science","All Students",SCH,68,,,,,
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English",Asian,SCH,78,0,6,6,89,11
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English",Black,SCH,38,0,38,0,77,23
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,51,8,23,2,84,16
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English",Hispanic,SCH,68,5,16,0,89,11
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English","Multiple Races",SCH,86,4,7,0,96,4
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English","Students with Disabilities",SCH,44,0,16,3,63,37
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - English",White,SCH,85,3,4,0,93,7
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math",Asian,SCH,94,0,6,,100,0
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math",Black,SCH,29,7,36,,71,29
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,50,10,26,,85,15
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math",Hispanic,SCH,67,14,10,,90,10
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math","Multiple Races",SCH,77,0,19,,96,4
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math","Students with Disabilities",SCH,39,0,42,,81,19
2022,"Albemarle County Public Schools","Brownsville Elementary","Achievement Gap - Math",White,SCH,81,5,10,,96,4
2022,"Albemarle County Public Schools","Community Lab School","Academic Achievement - English","All Students",SCH,88,0,3,0,91,9
2022,"Albemarle County Public Schools","Community Lab School","Academic Achievement - Math","All Students",SCH,81,0,2,,83,17
2022,"Albemarle County Public Schools","Community Lab School","Academic Achievement - Science","All Students",SCH,83,,,,,
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English",Black,SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English","Economically Disadvantaged",SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English",Hispanic,SCH,76,0,6,0,82,18
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English","Multiple Races",SCH,67,0,7,0,73,27
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English","Students with Disabilities",SCH,71,0,6,0,77,23
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - English",White,SCH,95,0,1,0,96,4
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math",Black,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math","Economically Disadvantaged",SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math",Hispanic,SCH,58,0,11,,68,32
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math","Multiple Races",SCH,82,0,0,,82,18
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math","Students with Disabilities",SCH,68,0,5,,74,26
2022,"Albemarle County Public Schools","Community Lab School","Achievement Gap - Math",White,SCH,86,0,1,,87,13
2022,"Albemarle County Public Schools","Crozet Elementary","Academic Achievement - English","All Students",SCH,71,5,13,0,89,11
2022,"Albemarle County Public Schools","Crozet Elementary","Academic Achievement - Math","All Students",SCH,66,6,18,,90,10
2022,"Albemarle County Public Schools","Crozet Elementary","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English",Black,SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,37,10,33,0,80,20
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English",Hispanic,SCH,50,7,21,0,79,21
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English","Multiple Races",SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English","Students with Disabilities",SCH,25,6,38,0,69,31
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - English",White,SCH,73,6,13,0,92,8
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math",Black,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,41,3,24,,69,31
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math",Hispanic,SCH,47,13,7,,67,33
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math","Multiple Races",SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math","Students with Disabilities",SCH,29,6,29,,65,35
2022,"Albemarle County Public Schools","Crozet Elementary","Achievement Gap - Math",White,SCH,68,4,20,,92,8
2022,"Albemarle County Public Schools","Hollymead Elementary","Academic Achievement - English","All Students",SCH,89,1,6,0,97,3
2022,"Albemarle County Public Schools","Hollymead Elementary","Academic Achievement - Math","All Students",SCH,87,2,6,,95,5
2022,"Albemarle County Public Schools","Hollymead Elementary","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English",Asian,SCH,89,3,5,0,97,3
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English",Black,SCH,<,<,<,<,<,<
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,73,0,23,0,95,5
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English","English Learners",SCH,83,0,17,0,100,0
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English",Hispanic,SCH,62,0,15,0,77,23
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English","Multiple Races",SCH,90,0,5,0,95,5
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English","Students with Disabilities",SCH,68,3,23,0,94,6
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - English",White,SCH,93,1,6,0,99,1
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math",Asian,SCH,92,0,5,,97,3
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math",Black,SCH,<,<,<,,<,<
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,67,4,21,,92,8
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math","English Learners",SCH,77,0,15,,92,8
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math",Hispanic,SCH,69,0,23,,92,8
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math","Multiple Races",SCH,95,0,0,,95,5
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math","Students with Disabilities",SCH,56,3,19,,78,22
2022,"Albemarle County Public Schools","Hollymead Elementary","Achievement Gap - Math",White,SCH,87,2,6,,94,6
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Academic Achievement - English","All Students",SCH,69,4,7,0,80,20
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Academic Achievement - Math","All Students",SCH,63,7,13,,83,17
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English",Asian,SCH,91,3,3,3,100,0
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English",Black,SCH,47,4,10,0,61,39
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English","Economically Disadvantaged",SCH,49,8,12,0,70,30
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English","English Learners",SCH,51,10,23,2,86,14
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English",Hispanic,SCH,52,9,14,1,76,24
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English","Multiple Races",SCH,72,0,6,0,79,21
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English","Students with Disabilities",SCH,41,6,11,0,58,42
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - English",White,SCH,84,3,2,0,89,11
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math",Asian,SCH,89,11,0,,100,0
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math",Black,SCH,38,6,22,,66,34
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,40,11,22,,72,28
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math","English Learners",SCH,50,16,28,,94,6
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math",Hispanic,SCH,48,13,20,,80,20
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math","Multiple Races",SCH,63,5,11,,79,21
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math","Students with Disabilities",SCH,44,4,17,,65,35
2022,"Albemarle County Public Schools","Jackson P. Burley Middle","Achievement Gap - Math",White,SCH,80,3,8,,91,9
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Academic Achievement - English","All Students",SCH,84,1,3,0,88,12
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Academic Achievement - Math","All Students",SCH,76,3,7,,86,14
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Achievement Gap - English",Asian,SCH,100,0,0,0,100,0
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Achievement Gap - English",Black,SCH,63,0,16,0,79,21
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Achievement Gap - English","Economically Disadvantaged",SCH,44,3,9,1,58,42
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Achievement Gap - English","English Learners",SCH,36,0,27,18,82,18
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Achievement Gap - English",Hispanic,SCH,66,5,6,3,80,20
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Achievement Gap - English","Multiple Races",SCH,81,4,2,0,87,13
2022,"Albemarle County Public Schools","Joseph T. Henley Middle","Achievement Gap - English","Students with Disabilities",SCH,46,1,12,1,61,39
