"On-time Graduation Rate"
4/3/2023

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2021,DIV,"Southampton County Public Schools",Female,88,81,92,81,92
2021,DIV,"Southampton County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Southampton County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Southampton County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Southampton County Public Schools",Male,107,92,86,92,86
2021,DIV,"Southampton County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Southampton County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Southampton County Public Schools","Native Hawaiian",<,<,<,<,<
2021,DIV,"Southampton County Public Schools","Students with Disabilities",15,11,73.3,11,73.3
2021,DIV,"Southampton County Public Schools",White,97,86,88.7,86,88.7
2021,DIV,"Spotsylvania County Public Schools","All Students",1916,1734,90.5,1755,91.6
2021,DIV,"Spotsylvania County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Spotsylvania County Public Schools",Asian,64,62,96.9,62,96.9
2021,DIV,"Spotsylvania County Public Schools",Black,372,323,86.8,327,87.9
2021,DIV,"Spotsylvania County Public Schools","Economically Disadvantaged",783,656,83.8,669,85.4
2021,DIV,"Spotsylvania County Public Schools","English Learners",87,58,66.7,58,66.7
2021,DIV,"Spotsylvania County Public Schools",Female,914,858,93.9,863,94.4
2021,DIV,"Spotsylvania County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Spotsylvania County Public Schools",Hispanic,351,296,84.3,296,84.3
2021,DIV,"Spotsylvania County Public Schools",Homeless,38,20,52.6,20,52.6
2021,DIV,"Spotsylvania County Public Schools",Male,1002,876,87.4,892,89
2021,DIV,"Spotsylvania County Public Schools","Military Connected",75,73,97.3,73,97.3
2021,DIV,"Spotsylvania County Public Schools","Multiple Races",102,93,91.2,97,95.1
2021,DIV,"Spotsylvania County Public Schools","Native Hawaiian",<,<,<,<,<
2021,DIV,"Spotsylvania County Public Schools","Students with Disabilities",221,192,86.9,193,87.3
2021,DIV,"Spotsylvania County Public Schools",White,1017,951,93.5,964,94.8
2021,DIV,"Stafford County Public Schools","All Students",2511,2377,94.7,2395,95.4
2021,DIV,"Stafford County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Stafford County Public Schools",Asian,108,107,99.1,107,99.1
2021,DIV,"Stafford County Public Schools",Black,547,527,96.3,529,96.7
2021,DIV,"Stafford County Public Schools","Economically Disadvantaged",715,672,94,679,95
2021,DIV,"Stafford County Public Schools","English Learners",125,106,84.8,106,84.8
2021,DIV,"Stafford County Public Schools",Female,1264,1207,95.5,1216,96.2
2021,DIV,"Stafford County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Stafford County Public Schools",Hispanic,553,513,92.8,514,92.9
2021,DIV,"Stafford County Public Schools",Homeless,15,12,80,13,86.7
2021,DIV,"Stafford County Public Schools",Male,1247,1170,93.8,1179,94.5
2021,DIV,"Stafford County Public Schools","Military Connected",44,41,93.2,41,93.2
2021,DIV,"Stafford County Public Schools","Multiple Races",181,168,92.8,169,93.4
2021,DIV,"Stafford County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Stafford County Public Schools","Students with Disabilities",259,242,93.4,242,93.4
2021,DIV,"Stafford County Public Schools",White,1111,1052,94.7,1066,95.9
2021,DIV,"Staunton City Public Schools","All Students",211,190,90,195,92.4
2021,DIV,"Staunton City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Staunton City Public Schools",Black,27,24,88.9,25,92.6
2021,DIV,"Staunton City Public Schools","Economically Disadvantaged",96,81,84.4,85,88.5
2021,DIV,"Staunton City Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Staunton City Public Schools",Female,107,101,94.4,102,95.3
2021,DIV,"Staunton City Public Schools",Hispanic,17,14,82.4,14,82.4
2021,DIV,"Staunton City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Staunton City Public Schools",Male,104,89,85.6,93,89.4
2021,DIV,"Staunton City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Staunton City Public Schools","Multiple Races",17,16,94.1,16,94.1
2021,DIV,"Staunton City Public Schools","Students with Disabilities",24,21,87.5,22,91.7
2021,DIV,"Staunton City Public Schools",White,144,130,90.3,134,93.1
2021,DIV,"Suffolk City Public Schools","All Students",1075,911,84.7,929,86.4
2021,DIV,"Suffolk City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Suffolk City Public Schools",Asian,28,26,92.9,27,96.4
2021,DIV,"Suffolk City Public Schools",Black,632,525,83.1,531,84
2021,DIV,"Suffolk City Public Schools","Economically Disadvantaged",379,287,75.7,294,77.6
2021,DIV,"Suffolk City Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Suffolk City Public Schools",Female,555,494,89,498,89.7
2021,DIV,"Suffolk City Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Suffolk City Public Schools",Hispanic,56,48,85.7,49,87.5
2021,DIV,"Suffolk City Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Suffolk City Public Schools",Male,520,417,80.2,431,82.9
2021,DIV,"Suffolk City Public Schools","Military Connected",33,31,93.9,31,93.9
2021,DIV,"Suffolk City Public Schools","Multiple Races",55,51,92.7,52,94.5
2021,DIV,"Suffolk City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Suffolk City Public Schools","Students with Disabilities",156,130,83.3,134,85.9
2021,DIV,"Suffolk City Public Schools",White,300,257,85.7,266,88.7
2021,DIV,"Surry County Public Schools","All Students",52,49,94.2,49,94.2
2021,DIV,"Surry County Public Schools",Black,28,27,96.4,27,96.4
2021,DIV,"Surry County Public Schools","Economically Disadvantaged",19,17,89.5,17,89.5
2021,DIV,"Surry County Public Schools",Female,24,23,95.8,23,95.8
2021,DIV,"Surry County Public Schools",Male,28,26,92.9,26,92.9
2021,DIV,"Surry County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Surry County Public Schools","Students with Disabilities",<,<,<,<,<
2021,DIV,"Surry County Public Schools",White,22,21,95.5,21,95.5
2021,DIV,"Sussex County Public Schools","All Students",83,71,85.5,71,85.5
2021,DIV,"Sussex County Public Schools",Black,60,52,86.7,52,86.7
2021,DIV,"Sussex County Public Schools","Economically Disadvantaged",42,36,85.7,36,85.7
2021,DIV,"Sussex County Public Schools",Female,43,40,93,40,93
2021,DIV,"Sussex County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Sussex County Public Schools",Male,40,31,77.5,31,77.5
2021,DIV,"Sussex County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Sussex County Public Schools","Students with Disabilities",12,8,66.7,8,66.7
2021,DIV,"Sussex County Public Schools",White,17,13,76.5,13,76.5
2021,DIV,"Tazewell County Public Schools","All Students",428,399,93.2,405,94.6
2021,DIV,"Tazewell County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Tazewell County Public Schools",Black,12,11,91.7,11,91.7
2021,DIV,"Tazewell County Public Schools","Economically Disadvantaged",233,208,89.3,213,91.4
2021,DIV,"Tazewell County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Tazewell County Public Schools",Female,185,174,94.1,175,94.6
2021,DIV,"Tazewell County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Tazewell County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Tazewell County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Tazewell County Public Schools",Male,243,225,92.6,230,94.7
2021,DIV,"Tazewell County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Tazewell County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Tazewell County Public Schools","Students with Disabilities",78,76,97.4,76,97.4
2021,DIV,"Tazewell County Public Schools",White,400,372,93,378,94.5
2021,DIV,"Virginia Beach City Public Schools","All Students",5083,4829,95,4870,95.8
2021,DIV,"Virginia Beach City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Virginia Beach City Public Schools",Asian,335,320,95.5,321,95.8
2021,DIV,"Virginia Beach City Public Schools",Black,1239,1155,93.2,1158,93.5
2021,DIV,"Virginia Beach City Public Schools","Economically Disadvantaged",1827,1750,95.8,1757,96.2
2021,DIV,"Virginia Beach City Public Schools","English Learners",78,70,89.7,71,91
2021,DIV,"Virginia Beach City Public Schools",Female,2510,2426,96.7,2441,97.3
2021,DIV,"Virginia Beach City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Virginia Beach City Public Schools",Hispanic,502,467,93,472,94
2021,DIV,"Virginia Beach City Public Schools",Homeless,45,35,77.8,36,80
2021,DIV,"Virginia Beach City Public Schools",Male,2570,2400,93.4,2426,94.4
2021,DIV,"Virginia Beach City Public Schools","Military Connected",651,642,98.6,644,98.9
2021,DIV,"Virginia Beach City Public Schools","Multiple Races",467,444,95.1,447,95.7
2021,DIV,"Virginia Beach City Public Schools","Native Hawaiian",26,26,100,26,100
2021,DIV,"Virginia Beach City Public Schools","Students with Disabilities",503,467,92.8,471,93.6
2021,DIV,"Virginia Beach City Public Schools",White,2507,2410,96.1,2439,97.3
2021,DIV,"Virginia School for the Deaf and Blind-Staunton","All Students",<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton",Black,<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton","Economically Disadvantaged",<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton","English Learners",<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton",Female,<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton",Hispanic,<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton",Male,<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton","Multiple Races",<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton","Students with Disabilities",<,<,100,<,100
2021,DIV,"Virginia School for the Deaf and Blind-Staunton",White,<,<,100,<,100
2021,DIV,"Warren County Public Schools","All Students",451,418,92.7,421,93.3
2021,DIV,"Warren County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Warren County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Warren County Public Schools",Black,23,21,91.3,21,91.3
2021,DIV,"Warren County Public Schools","Economically Disadvantaged",166,146,88,147,88.6
2021,DIV,"Warren County Public Schools","English Learners",16,11,68.8,13,81.3
2021,DIV,"Warren County Public Schools",Female,232,216,93.1,218,94
2021,DIV,"Warren County Public Schools",Hispanic,42,36,85.7,38,90.5
2021,DIV,"Warren County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Warren County Public Schools",Male,218,201,92.2,202,92.7
2021,DIV,"Warren County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Warren County Public Schools","Multiple Races",34,30,88.2,30,88.2
2021,DIV,"Warren County Public Schools","Students with Disabilities",52,50,96.2,50,96.2
2021,DIV,"Warren County Public Schools",White,343,322,93.9,323,94.2
2021,DIV,"Washington County Public Schools","All Students",557,520,93.4,526,94.4
2021,DIV,"Washington County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Washington County Public Schools",Black,<,<,100,<,100
2021,DIV,"Washington County Public Schools","Economically Disadvantaged",261,231,88.5,235,90
2021,DIV,"Washington County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Washington County Public Schools",Female,284,269,94.7,270,95.1
2021,DIV,"Washington County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Washington County Public Schools",Hispanic,20,16,80,16,80
2021,DIV,"Washington County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Washington County Public Schools",Male,273,251,91.9,256,93.8
2021,DIV,"Washington County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Washington County Public Schools","Multiple Races",12,10,83.3,11,91.7
2021,DIV,"Washington County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Washington County Public Schools","Students with Disabilities",86,75,87.2,76,88.4
2021,DIV,"Washington County Public Schools",White,512,481,93.9,486,94.9
2021,DIV,"Waynesboro City Public Schools","All Students",218,193,88.5,194,89
2021,DIV,"Waynesboro City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Waynesboro City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Waynesboro City Public Schools",Black,39,32,82.1,32,82.1
2021,DIV,"Waynesboro City Public Schools","Economically Disadvantaged",132,116,87.9,117,88.6
2021,DIV,"Waynesboro City Public Schools","English Learners",14,8,57.1,8,57.1
2021,DIV,"Waynesboro City Public Schools",Female,100,90,90,91,91
2021,DIV,"Waynesboro City Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Waynesboro City Public Schools",Hispanic,52,45,86.5,45,86.5
2021,DIV,"Waynesboro City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Waynesboro City Public Schools",Male,118,103,87.3,103,87.3
2021,DIV,"Waynesboro City Public Schools","Multiple Races",21,19,90.5,19,90.5
2021,DIV,"Waynesboro City Public Schools","Students with Disabilities",25,19,76,19,76
2021,DIV,"Waynesboro City Public Schools",White,103,94,91.3,95,92.2
2021,DIV,"West Point Public Schools","All Students",77,71,92.2,73,94.8
2021,DIV,"West Point Public Schools",Asian,<,<,100,<,100
2021,DIV,"West Point Public Schools",Black,16,13,81.3,14,87.5
2021,DIV,"West Point Public Schools","Economically Disadvantaged",23,20,87,22,95.7
2021,DIV,"West Point Public Schools",Female,43,39,90.7,40,93
2021,DIV,"West Point Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"West Point Public Schools",Male,34,32,94.1,33,97.1
2021,DIV,"West Point Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"West Point Public Schools","Multiple Races",10,9,90,10,100
2021,DIV,"West Point Public Schools","Students with Disabilities",<,<,100,<,100
2021,DIV,"West Point Public Schools",White,48,46,95.8,46,95.8
2021,DIV,"Westmoreland County Public Schools","All Students",121,117,96.7,117,96.7
2021,DIV,"Westmoreland County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Westmoreland County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Westmoreland County Public Schools",Black,45,45,100,45,100
2021,DIV,"Westmoreland County Public Schools","Economically Disadvantaged",80,78,97.5,78,97.5
2021,DIV,"Westmoreland County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Westmoreland County Public Schools",Female,62,61,98.4,61,98.4
2021,DIV,"Westmoreland County Public Schools",Hispanic,15,13,86.7,13,86.7
2021,DIV,"Westmoreland County Public Schools",Male,59,56,94.9,56,94.9
2021,DIV,"Westmoreland County Public Schools",Migrant,<,<,100,<,100
2021,DIV,"Westmoreland County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Westmoreland County Public Schools","Multiple Races",10,10,100,10,100
2021,DIV,"Westmoreland County Public Schools","Students with Disabilities",17,17,100,17,100
2021,DIV,"Westmoreland County Public Schools",White,49,47,95.9,47,95.9
2021,DIV,"Williamsburg-James City County Public Schools","All Students",977,919,94.1,948,97
2021,DIV,"Williamsburg-James City County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Williamsburg-James City County Public Schools",Asian,23,23,100,23,100
2021,DIV,"Williamsburg-James City County Public Schools",Black,153,144,94.1,147,96.1
2021,DIV,"Williamsburg-James City County Public Schools","Economically Disadvantaged",299,260,87,277,92.6
2021,DIV,"Williamsburg-James City County Public Schools","English Learners",42,24,57.1,26,61.9
2021,DIV,"Williamsburg-James City County Public Schools",Female,490,473,96.5,484,98.8
2021,DIV,"Williamsburg-James City County Public Schools",Hispanic,131,108,82.4,113,86.3
2021,DIV,"Williamsburg-James City County Public Schools",Homeless,20,18,90,18,90
2021,DIV,"Williamsburg-James City County Public Schools",Male,487,446,91.6,464,95.3
2021,DIV,"Williamsburg-James City County Public Schools","Military Connected",89,88,98.9,88,98.9
2021,DIV,"Williamsburg-James City County Public Schools","Multiple Races",83,77,92.8,81,97.6
2021,DIV,"Williamsburg-James City County Public Schools","Students with Disabilities",138,131,94.9,135,97.8
2021,DIV,"Williamsburg-James City County Public Schools",White,586,566,96.6,583,99.5
2021,DIV,"Winchester City Public Schools","All Students",326,284,87.1,284,87.1
2021,DIV,"Winchester City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Winchester City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Winchester City Public Schools",Black,34,28,82.4,28,82.4
2021,DIV,"Winchester City Public Schools","Economically Disadvantaged",187,155,82.9,155,82.9
2021,DIV,"Winchester City Public Schools","English Learners",67,47,70.1,47,70.1
2021,DIV,"Winchester City Public Schools",Female,148,132,89.2,132,89.2
2021,DIV,"Winchester City Public Schools",Hispanic,126,101,80.2,101,80.2
2021,DIV,"Winchester City Public Schools",Homeless,10,7,70,7,70
2021,DIV,"Winchester City Public Schools",Male,178,152,85.4,152,85.4
2021,DIV,"Winchester City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Winchester City Public Schools","Multiple Races",18,16,88.9,16,88.9
2021,DIV,"Winchester City Public Schools","Students with Disabilities",49,37,75.5,37,75.5
2021,DIV,"Winchester City Public Schools",White,140,131,93.6,131,93.6
2021,DIV,"Wise County Public Schools","All Students",390,376,96.4,376,96.4
2021,DIV,"Wise County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Wise County Public Schools",Black,<,<,100,<,100
2021,DIV,"Wise County Public Schools","Economically Disadvantaged",228,215,94.3,215,94.3
2021,DIV,"Wise County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Wise County Public Schools",Female,182,175,96.2,175,96.2
2021,DIV,"Wise County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Wise County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Wise County Public Schools",Homeless,25,21,84,21,84
2021,DIV,"Wise County Public Schools",Male,208,201,96.6,201,96.6
2021,DIV,"Wise County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Wise County Public Schools","Students with Disabilities",48,46,95.8,46,95.8
2021,DIV,"Wise County Public Schools",White,371,357,96.2,357,96.2
2021,DIV,"Wythe County Public Schools","All Students",297,276,92.9,277,93.3
2021,DIV,"Wythe County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Wythe County Public Schools",Black,14,13,92.9,13,92.9
2021,DIV,"Wythe County Public Schools","Economically Disadvantaged",126,110,87.3,110,87.3
2021,DIV,"Wythe County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Wythe County Public Schools",Female,148,139,93.9,140,94.6
2021,DIV,"Wythe County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Wythe County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Wythe County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Wythe County Public Schools",Male,148,136,91.9,136,91.9
2021,DIV,"Wythe County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Wythe County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Wythe County Public Schools","Students with Disabilities",31,26,83.9,26,83.9
2021,DIV,"Wythe County Public Schools",White,271,251,92.6,252,93
2021,DIV,"York County Public Schools","All Students",974,950,97.5,952,97.7
2021,DIV,"York County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"York County Public Schools",Asian,69,69,100,69,100
2021,DIV,"York County Public Schools",Black,114,111,97.4,111,97.4
2021,DIV,"York County Public Schools","Economically Disadvantaged",183,170,92.9,170,92.9
2021,DIV,"York County Public Schools","English Learners",22,20,90.9,20,90.9
2021,DIV,"York County Public Schools",Female,477,466,97.7,466,97.7
2021,DIV,"York County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"York County Public Schools",Hispanic,93,88,94.6,88,94.6
2021,DIV,"York County Public Schools",Homeless,20,15,75,15,75
2021,DIV,"York County Public Schools",Male,497,484,97.4,486,97.8
2021,DIV,"York County Public Schools","Military Connected",197,193,98,194,98.5
2021,DIV,"York County Public Schools","Multiple Races",101,97,96,97,96
2021,DIV,"York County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"York County Public Schools","Students with Disabilities",91,87,95.6,87,95.6
2021,DIV,"York County Public Schools",White,589,577,98,579,98.3
